gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ACHN_DNMT3AmutP904L_1	ACHN_DNMT3AmutP904L_2	ACHN_DNMT3AmutP904L_3	ACHN_DNMT3Awt_1	ACHN_DNMT3Awt_2	ACHN_DNMT3Awt_3	symbol	description	term	threshold
ENSG00000225630	1473.697	0.284	0.074	3.847	0.00011965850388	0.00498728391861229	1644.33	1496.44	1712.19	1263.67	1435.24	1290.31	MTND2P28	MT-ND2	pseudogene	TRUE
ENSG00000019144	5707.866	0.187	0.049	3.841	0.000122558119260984	0.00509058414951037	6048.75	6141.32	6044.17	5101.56	5495	5416.4	PHLDB1	pleckstrin	homology	TRUE
ENSG00000110422	1584.488	0.315	0.082	3.836	0.000125274880470096	0.00518560780904812	1554.31	1765.53	1951.27	1377.06	1338.07	1520.68	HIPK3	homeodomain	interacting	TRUE
ENSG00000157617	2315.708	-0.226	0.059	-3.827	0.000129936304414671	0.00536020515856699	2190.24	2124.31	2088.29	2596.03	2366.42	2528.96	C2CD2	C2	calcium	TRUE
ENSG00000122008	972.478	0.303	0.079	3.824	0.000131388885129292	0.00540169202230528	986.93	1099.06	1137.48	875.52	834.02	901.87	POLK	DNA	polymerase	TRUE
ENSG00000146386	1832.872	-0.238	0.062	-3.82	0.000133555136019715	0.00547213874261116	1741.78	1575.92	1725.07	1959.29	1985.85	2009.33	ABRACL	ABRA	C-terminal	TRUE
ENSG00000196569	293.704	0.546	0.143	3.816	0.000135464305021384	0.00553161167159955	312.18	373.54	361.38	183.17	254.05	277.9	LAMA2	laminin	subunit	TRUE
ENSG00000139112	4146.137	0.216	0.057	3.813	0.000137375503684123	0.0055907667105387	4495.27	4614.22	4259.33	3628.55	4039.52	3839.93	GABARAPL1	GABA	type	TRUE
ENSG00000140931	3762.939	-0.197	0.052	-3.809	0.000139305520529899	0.00565028800887548	3550.46	3526.52	3440.94	4183.52	3896.81	3979.39	CMTM3	CKLF	like	TRUE
ENSG00000106538	6654.263	0.289	0.076	3.807	0.000140552666305376	0.0056818062797093	7636.09	7659.33	6661.18	5870.23	6778.42	5320.32	RARRES2	retinoic	acid	TRUE
ENSG00000112282	1297.526	0.254	0.067	3.806	0.000141095607255339	0.00568474201631762	1349.49	1437.4	1448.28	1200.43	1183.21	1166.34	MED23	mediator	complex	TRUE
ENSG00000054983	585.792	0.357	0.094	3.801	0.000144129769952107	0.0057876961110004	645.01	648.31	680.46	480.83	489.88	570.26	GALC	galactosylceramidase	galactosylceramidase	TRUE
ENSG00000187079	3978.353	0.235	0.062	3.798	0.00014612750445098	0.00584848723940064	3984.05	4280.41	4639.1	3725.59	3491.94	3749.02	TEAD1	TEA	domain	TRUE
ENSG00000165916	2735.665	-0.213	0.056	-3.795	0.000147661423725809	0.00589037501179488	2565.19	2627.29	2411.97	2952.56	2875.54	2981.45	PSMC3	proteasome	26S	TRUE
ENSG00000102531	3719.847	0.27	0.071	3.79	0.000150930778174905	0.00598131251081991	3675.99	4202.07	4323.7	3438.84	3065.83	3612.65	FNDC3A	fibronectin	type	TRUE
ENSG00000175471	2112.313	0.308	0.081	3.79	0.000150773413695699	0.00598131251081991	2032.49	2370.69	2609.67	1828.45	1805.69	2026.89	MCTP1	multiple	C2	TRUE
ENSG00000167772	221.743	-0.517	0.137	-3.789	0.000151520512012566	0.00598506022449637	184.17	171.44	191.27	237.69	279.36	266.53	ANGPTL4	angiopoietin	like	TRUE
ENSG00000110958	17400.489	-0.181	0.048	-3.787	0.000152605850412154	0.00600829613658538	16786.02	15485.56	16662.15	18016.29	18403.05	19049.85	PTGES3	prostaglandin	E	TRUE
ENSG00000134115	140.742	0.646	0.171	3.786	0.000153390798874991	0.00601959281169484	149.48	180.53	185.75	105.76	110.33	112.6	CNTN6	contactin	6	TRUE
ENSG00000150403	2641.536	0.246	0.065	3.783	0.000154864386444765	0.00605775352413552	2641.99	2873.67	3083.23	2449.93	2313.79	2486.6	TMCO3	transmembrane	and	TRUE
ENSG00000116288	4247.374	-0.201	0.053	-3.777	0.0001589606144931	0.00619792563670356	4063.33	4028.36	3766.45	4538.96	4688.31	4398.82	PARK7	Parkinsonism	associated	TRUE
ENSG00000110367	2051.504	0.3	0.079	3.776	0.000159532752202366	0.00620023271983923	1989.55	2330.95	2472.66	1909.13	1686.25	1920.48	DDX6	DEAD-box	helicase	TRUE
ENSG00000115414	1123069.982	0.17	0.045	3.773	0.000161240973949571	0.00621016333235861	1169340.5	1198595.33	1199942.3	1001297.65	1072303.21	1096940.9	FN1	fibronectin	1	TRUE
ENSG00000170315	11798.056	-0.19	0.05	-3.773	0.000161329634016762	0.00621016333235861	11306.31	10632.91	11128.33	12227.83	13306.84	12186.12	UBB	ubiquitin	B	TRUE
ENSG00000253537	148.337	0.654	0.173	3.774	0.000160742075798303	0.00621016333235861	151.14	182.8	210.58	114.48	118.42	112.6	PCDHGA7	protocadherin	gamma	TRUE
ENSG00000134215	1787.142	0.232	0.062	3.769	0.00016362877442316	0.00625562514090432	1845.84	1983.52	1964.15	1661.63	1595.16	1672.54	VAV3	vav	guanine	TRUE
ENSG00000177409	1536.221	0.249	0.066	3.769	0.00016385792962685	0.00625562514090432	1615.42	1636.09	1753.57	1339.99	1435.24	1437	SAMD9L	sterile	alpha	TRUE
ENSG00000233589	73.099	-0.966	0.256	-3.769	0.000164063305176361	0.00625562514090432	70.2	38.6	38.62	92.68	93.12	105.37	AL138789.1	NA	NA	TRUE
ENSG00000107186	1854.012	0.25	0.066	3.767	0.000164937392078432	0.00626917691211323	1900.35	1957.41	2183.92	1704.16	1695.36	1682.87	MPDZ	multiple	PDZ	TRUE
ENSG00000125835	3252.77	-0.209	0.056	-3.759	0.000170378652798229	0.0064556952237373	2994.64	3143.89	2914.96	3541.33	3589.11	3332.69	SNRPB	small	nuclear	TRUE
ENSG00000243156	2690.106	0.287	0.076	3.758	0.000171587408162315	0.00648117813268095	2661.81	3259.7	2952.66	2593.85	2198.41	2474.21	MICAL3	microtubule	associated	TRUE
ENSG00000097021	1384.32	-0.261	0.069	-3.756	0.000172664272314503	0.00650153601079563	1310.67	1294.34	1174.26	1458.84	1569.86	1497.95	ACOT7	acyl-CoA	thioesterase	TRUE
ENSG00000101210	10917.755	-0.201	0.053	-3.754	0.000173742582825057	0.0065086317972964	10504.38	10489.85	9484.18	12008.68	11873.62	11145.82	EEF1A2	eukaryotic	translation	TRUE
ENSG00000134352	4403.921	0.288	0.077	3.754	0.000174301270783707	0.0065086317972964	4151.7	5077.46	5300.26	4117.01	3693.36	4083.73	IL6ST	interleukin	6	TRUE
ENSG00000155368	6295.273	-0.176	0.047	-3.753	0.00017446816433557	0.0065086317972964	5943.86	6003.93	5789.45	6800.27	6476.8	6757.33	DBI	diazepam	binding	TRUE
ENSG00000001629	3701.588	0.249	0.066	3.75	0.000177116402007017	0.00651176324781629	3623.14	4103.29	4335.65	3406.13	3224.73	3516.58	ANKIB1	ankyrin	repeat	TRUE
ENSG00000115232	1349.641	0.315	0.084	3.75	0.000177142563758374	0.00651176324781629	1301.59	1625.88	1564.15	1135.01	1194.35	1276.88	ITGA4	integrin	subunit	TRUE
ENSG00000128791	5862.084	0.255	0.068	3.751	0.000176192512101682	0.00651176324781629	5820.81	6709.01	6608.77	5226.95	4949.45	5857.52	TWSG1	twisted	gastrulation	TRUE
ENSG00000156030	1652.019	0.244	0.065	3.749	0.000177245810253294	0.00651176324781629	1692.23	1852.95	1829.89	1551.51	1452.45	1533.08	ELMSAN1	ELM2	and	TRUE
ENSG00000269996	452.98	-0.417	0.111	-3.75	0.000176638125930632	0.00651176324781629	454.23	344.02	363.22	512.45	523.29	520.67	NA	NA	NA	TRUE
ENSG00000172840	598.793	0.407	0.109	3.746	0.000179525192890217	0.0065755182014062	561.6	727.78	760.46	492.82	526.32	523.77	PDP2	pyruvate	dehyrogenase	TRUE
ENSG00000053372	1892.104	-0.227	0.061	-3.74	0.000183857161350539	0.00671384141765549	1786.38	1736.01	1706.67	2138.1	2006.1	1979.37	MRTO4	MRT4	homolog,	TRUE
ENSG00000164919	2149.979	-0.248	0.066	-3.735	0.000187766049243158	0.00683592842530738	2154.72	1863.17	1874.95	2374.7	2348.21	2284.12	COX6C	cytochrome	c	TRUE
ENSG00000163694	2385.087	0.233	0.062	3.731	0.000190729256571241	0.00692295652905882	2395.88	2646.59	2690.59	2190.43	2120.47	2266.56	RBM47	RNA	binding	TRUE
ENSG00000118705	5454.759	-0.177	0.047	-3.73	0.000191522906467361	0.00693095021099099	5150.19	5218.24	4994.97	5890.95	5655.94	5818.26	RPN2	ribophorin	II	TRUE
ENSG00000135127	1111.242	0.308	0.083	3.727	0.000193862666225271	0.00699468073631299	1162.84	1288.67	1238.63	880.97	1088.07	1008.28	BICDL1	BICD	family	TRUE
ENSG00000130779	5480.331	0.239	0.064	3.722	0.000197744914910359	0.00711352019798069	5554.87	5755.28	6490.15	4815.9	4892.77	5373.01	CLIP1	CAP-Gly	domain	TRUE
ENSG00000270696	406.771	-0.396	0.107	-3.714	0.000204022233852601	0.00731755709369849	373.3	315.64	363.22	465.56	481.79	441.12	AC005034.3	NA	NA	TRUE
ENSG00000182405	95.591	0.753	0.203	3.711	0.000206802929351422	0.00739534617476519	120.58	121.49	117.7	82.86	63.77	67.15	PGBD4	piggyBac	transposable	TRUE
ENSG00000150627	361.905	0.436	0.118	3.704	0.00021207380442497	0.00756146334538235	361.74	437.12	450.58	302.02	293.53	326.45	WDR17	WD	repeat	TRUE
ENSG00000055609	1814.094	0.232	0.063	3.701	0.000215081927439379	0.00764616252046993	1883.83	2005.1	1989.89	1739.05	1594.15	1672.54	KMT2C	lysine	methyltransferase	TRUE
ENSG00000095015	1108.517	0.281	0.076	3.698	0.000217375987945221	0.00766520020281864	1133.11	1223.95	1291.96	959.47	988.88	1053.73	MAP3K1	mitogen-activated	protein	TRUE
ENSG00000118873	2560.512	0.298	0.081	3.698	0.000217164889419071	0.00766520020281864	2459.47	2814.63	3198.18	2326.72	2151.85	2412.22	RAB3GAP2	RAB3	GTPase	TRUE
ENSG00000132294	3583.754	0.239	0.065	3.698	0.000217519952806055	0.00766520020281864	3551.29	3888.7	4200.48	3275.29	3154.9	3431.87	EFR3A	EFR3	homolog	TRUE
ENSG00000102172	4608.445	-0.175	0.047	-3.694	0.000220499359322621	0.00770282010442923	4406.9	4277.01	4304.39	4929.29	4824.96	4908.13	SMS	spermine	synthase	TRUE
ENSG00000103363	3959.557	-0.225	0.061	-3.695	0.00022009204592404	0.00770282010442923	3844.47	3696.82	3411.51	4182.43	4545.6	4076.5	ELOB	elongin	B	TRUE
ENSG00000104341	15480.635	-0.149	0.04	-3.696	0.000219259148045165	0.00770282010442923	14699.02	14774.81	14568.35	16087.53	16422.26	16331.84	LAPTM4B	lysosomal	protein	TRUE
ENSG00000152818	4137.791	0.243	0.066	3.681	0.000232717352804496	0.00810620934682405	4040.21	4568.8	4849.68	3841.16	3603.28	3923.61	UTRN	utrophin	actin	TRUE
ENSG00000163581	577.033	0.408	0.111	3.671	0.000241321839105641	0.00838177318755715	540.13	697.13	738.39	469.92	495.96	520.67	SLC2A2	solute	carrier	TRUE
ENSG00000074800	53065.972	-0.168	0.046	-3.669	0.000243267461620701	0.00842513985274904	50116.92	51788.46	48028.74	54253.86	57911.62	56296.24	ENO1	enolase	1	TRUE
ENSG00000005187	1147.281	0.278	0.076	3.668	0.00024476038048433	0.00845262491118312	1219	1203.51	1349.89	985.64	1020.26	1105.39	ACSM3	acyl-CoA	synthetase	TRUE
ENSG00000162601	1526.609	0.234	0.064	3.664	0.000248704366209461	0.00856435804664888	1605.51	1655.4	1690.12	1396.69	1354.27	1457.66	MYSM1	Myb	like,	TRUE
ENSG00000101160	9864.868	-0.17	0.046	-3.658	0.000254366430088424	0.00868510463412084	9571.96	9398.74	8883.72	10320.88	10590.21	10423.7	CTSZ	cathepsin	Z	TRUE
ENSG00000127837	3512.747	-0.187	0.051	-3.658	0.000254333259765647	0.00868510463412084	3287.01	3336.91	3231.28	3860.79	3706.52	3653.98	AAMP	angio	associated	TRUE
ENSG00000143674	4011.723	0.201	0.055	3.659	0.000252974819457317	0.00868510463412084	4129.4	4231.59	4509.45	3779.02	3584.05	3836.83	MAP3K21	mitogen-activated	protein	TRUE
ENSG00000139343	2875.937	-0.22	0.06	-3.654	0.000258590663964798	0.00880446578969723	2728.71	2790.78	2453.35	3048.51	3165.02	3069.26	SNRPF	small	nuclear	TRUE
ENSG00000155115	2299.198	-0.233	0.064	-3.65	0.000262382453319767	0.0089084739136967	2220.79	1952.87	2165.53	2385.6	2495.98	2574.42	GTF3C6	general	transcription	TRUE
ENSG00000171858	6915.791	-0.203	0.056	-3.648	0.000263899550432276	0.00893488477892134	6559.14	6411.54	6321.87	7331.25	7955.56	6915.39	RPS21	ribosomal	protein	TRUE
ENSG00000106460	2284.522	0.27	0.074	3.647	0.000265050234266561	0.00894877704351935	2228.23	2560.3	2707.14	2058.51	1949.42	2203.54	TMEM106B	transmembrane	protein	TRUE
ENSG00000047365	696.644	0.333	0.092	3.641	0.000271734583253657	0.00912348863274153	695.39	809.53	826.67	628.02	640.7	579.55	ARAP2	ArfGAP	with	TRUE
ENSG00000149600	1891.631	-0.211	0.058	-3.641	0.0002715006741419	0.00912348863274153	1741.78	1798.46	1721.39	2020.35	2020.27	2047.55	COMMD7	COMM	domain	TRUE
ENSG00000101365	2548.552	-0.217	0.06	-3.639	0.000273310000794882	0.00912682960971027	2361.19	2491.04	2220.7	2815.18	2738.9	2664.29	IDH3B	isocitrate	dehydrogenase	TRUE
ENSG00000250182	167.959	0.646	0.177	3.639	0.000273344280525781	0.00912682960971027	252.72	173.71	187.59	122.11	153.85	117.77	EEF1A1P13	eukaryotic	translation	TRUE
ENSG00000116161	4482.17	-0.194	0.053	-3.637	0.000275327559499331	0.00916772510101492	4170.7	4141.9	4229.91	4898.77	4490.94	4960.81	CACYBP	calcyclin	binding	TRUE
ENSG00000066777	2458.154	0.241	0.066	3.635	0.000277708356879863	0.00921350861858682	2489.2	2626.15	2872.66	2320.18	2121.48	2319.25	ARFGEF1	ADP	ribosylation	TRUE
ENSG00000111058	1053.513	0.281	0.077	3.635	0.000278227074194108	0.00921350861858682	1116.59	1171.72	1179.78	876.61	944.34	1032.04	ACSS3	acyl-CoA	synthetase	TRUE
ENSG00000072682	1537.75	-0.228	0.063	-3.633	0.000280579816792031	0.00926603345782863	1437.03	1451.03	1361.85	1652.91	1635.65	1688.04	P4HA2	prolyl	4-hydroxylase	TRUE
ENSG00000137309	7838.988	-0.235	0.065	-3.628	0.000285084461189088	0.0093411688568711	7015.86	8012.43	6583.02	8757.37	8562.85	8102.39	HMGA1	high	mobility	TRUE
ENSG00000144583	883.977	-0.284	0.078	-3.63	0.000283759874900687	0.0093411688568711	794.5	831.1	766.9	991.09	1010.13	910.14	MARCH4	membrane	associated	TRUE
ENSG00000144867	1073.003	-0.267	0.074	-3.628	0.000285722422869376	0.0093411688568711	1019.14	907.18	993.11	1145.92	1213.58	1159.11	SRPRB	SRP	receptor	TRUE
ENSG00000174111	139.163	0.629	0.173	3.628	0.000285946262682411	0.0093411688568711	153.61	161.23	192.18	113.39	115.39	99.17	NA	NA	NA	TRUE
ENSG00000127922	3999.806	-0.197	0.054	-3.626	0.000287969663348714	0.00938191191616147	3871.73	3685.47	3623.93	4134.46	4485.88	4197.37	SEM1	SEM1	26S	TRUE
ENSG00000156140	4331.053	0.257	0.071	3.623	0.000291535701392436	0.00947255920088809	4325.14	4539.28	5284.62	3806.27	3804.7	4226.3	ADAMTS3	ADAM	metallopeptidase	TRUE
ENSG00000233137	1669.148	0.247	0.068	3.62	0.000294423150562746	0.00954073088700244	1713.7	1798.46	1923.69	1523.16	1447.39	1608.49	NA	NA	NA	TRUE
ENSG00000163191	12375.857	-0.178	0.049	-3.618	0.000296412694107337	0.00957951934137803	11887.73	11558.25	11395	12746.82	13917.17	12750.18	S100A11	S100	calcium	TRUE
ENSG00000115685	1748.273	-0.212	0.059	-3.615	0.000300224071160075	0.00967682226163153	1639.37	1597.49	1622.08	1872.06	1884.64	1873.99	PPP1R7	protein	phosphatase	TRUE
ENSG00000129235	1686.94	-0.226	0.063	-3.609	0.000307188457585236	0.00987496512455518	1629.46	1494.17	1538.4	1803.37	1790.51	1865.73	TXNDC17	thioredoxin	domain	TRUE
ENSG00000169122	159.517	-0.56	0.155	-3.605	0.000312483320149423	0.0100185302139153	131.32	122.62	132.41	198.44	180.16	192.15	FAM110B	family	with	TRUE
ENSG00000134247	1522.217	0.244	0.068	3.601	0.000316648921207375	0.0101252262186072	1632.77	1712.17	1608.28	1314.91	1377.55	1487.62	PTGFRN	prostaglandin	F2	TRUE
ENSG00000163625	2615.375	0.223	0.062	3.598	0.000320856775828492	0.0102327067267519	2618.87	2837.34	2996.8	2444.48	2336.06	2458.71	WDFY3	WD	repeat	TRUE
ENSG00000113645	6300.386	0.172	0.048	3.594	0.000325775459933149	0.0103622315373999	6551.71	6724.9	6752.22	5733.94	5893.79	6145.75	WWC1	WW	and	TRUE
ENSG00000125870	1706.63	-0.216	0.06	-3.592	0.000327957116331985	0.0103830277170517	1622.86	1569.11	1543.92	1858.98	1838.08	1806.84	SNRPB2	small	nuclear	TRUE
ENSG00000169604	2131.844	0.234	0.065	3.592	0.000328515709014776	0.0103830277170517	2162.98	2329.82	2422.08	1891.69	1902.86	2081.64	ANTXR1	ANTXR	cell	TRUE
ENSG00000185624	19514.051	-0.174	0.048	-3.591	0.000329006338680467	0.0103830277170517	18802.83	18936.01	17283.76	21171.65	20696.6	20193.46	P4HB	prolyl	4-hydroxylase	TRUE
ENSG00000146731	18448.858	-0.161	0.045	-3.589	0.00033157351193375	0.0104367943717272	17512.8	16777.63	17971.58	19361.74	19115.61	19953.79	CCT6A	chaperonin	containing	TRUE
ENSG00000072364	4428.36	0.229	0.064	3.587	0.000333870724472479	0.010481806355062	4343.31	4819.72	5177.96	4012.34	3960.57	4256.26	AFF4	AF4/FMR2	family	TRUE
ENSG00000144029	3384.428	-0.195	0.055	-3.585	0.000337014221304945	0.0105530852148002	3196.98	3279	2992.2	3676.53	3620.49	3541.37	MRPS5	mitochondrial	ribosomal	TRUE
ENSG00000006747	939.028	0.32	0.089	3.582	0.000341192161928825	0.0106288393330766	956.37	1017.31	1155.87	751.22	886.65	866.75	SCIN	scinderin	phosphatidylserine	TRUE
ENSG00000087586	1999.627	-0.214	0.06	-3.582	0.000340889576028962	0.0106288393330766	1787.21	1933.57	1837.25	2195.89	2100.23	2143.62	AURKA	aurora	kinase	TRUE
ENSG00000145247	5474.169	-0.18	0.05	-3.576	0.000348661763901034	0.0108058326673636	5211.31	5116.06	5072.21	6011.97	5527.39	5906.07	OCIAD2	OCIA	domain	TRUE
ENSG00000241553	1398.576	-0.283	0.079	-3.576	0.000348234980263733	0.0108058326673636	1209.92	1362.47	1215.64	1495.91	1697.39	1410.14	ARPC4	actin	related	TRUE
ENSG00000182326	211.225	0.507	0.142	3.574	0.000351063720541483	0.0108524480567389	230.42	252.06	262.07	153.73	187.25	181.82	C1S	complement	C1s	TRUE
ENSG00000114127	925.445	0.342	0.096	3.574	0.00035200691086064	0.0108538457438075	885.34	1040.02	1179.78	818.82	771.26	857.45	XRN1	5'-3'	exoribonuclease	TRUE
ENSG00000005448	937.94	-0.314	0.088	-3.571	0.000355958410726184	0.0109477590596626	844.05	920.8	745.75	1034.7	1116.41	965.92	WDR54	WD	repeat	TRUE
ENSG00000198399	2141.926	0.265	0.074	3.569	0.00035822195951658	0.0109894132606013	2119.21	2338.9	2556.33	1974.55	1804.68	2057.88	ITSN2	intersectin	2	TRUE
ENSG00000105971	12979.788	0.192	0.054	3.567	0.000361134624513562	0.011005714261307	13203.35	14093.57	14234.55	11453.71	11968.77	12924.77	CAV2	caveolin	2	TRUE
ENSG00000179010	7883.452	-0.169	0.047	-3.566	0.000362395489037823	0.011005714261307	7687.3	7190.41	7384.86	8228.57	8227.83	8581.73	MRFAP1	Morf4	family	TRUE
ENSG00000185627	2918.126	-0.203	0.057	-3.568	0.000359727967299933	0.011005714261307	2798.91	2768.08	2571.97	3133.55	3019.27	3216.99	PSMD13	proteasome	26S	TRUE
ENSG00000198265	1963.054	0.216	0.061	3.567	0.000361711498761758	0.011005714261307	2021.76	2111.82	2196.79	1853.53	1832.01	1762.42	HELZ	helicase	with	TRUE
ENSG00000134909	537.769	0.35	0.098	3.565	0.000364238200430974	0.0110339527032812	540.95	623.33	644.6	479.74	451.42	486.58	ARHGAP32	Rho	GTPase	TRUE
ENSG00000145715	6102.069	0.173	0.049	3.563	0.000366751609401417	0.0110823167570873	6228.79	6451.28	6725.55	5763.38	5645.82	5797.6	RASA1	RAS	p21	TRUE
ENSG00000205885	807.05	0.306	0.086	3.562	0.000368477158207073	0.0111066917986257	848.18	961.67	868.05	785.02	689.28	690.09	C1RL-AS1	C1RL	antisense	TRUE
ENSG00000204262	194.204	0.516	0.145	3.559	0.000372813899472181	0.0112094567236822	230.42	217.99	237.24	145.01	157.9	176.66	COL5A2	collagen	type	TRUE
ENSG00000171132	3939.83	0.238	0.067	3.556	0.000376956831811024	0.0113058988240691	4030.3	4045.39	4717.26	3514.07	3487.9	3844.06	PRKCE	protein	kinase	TRUE
ENSG00000176890	4717.45	-0.191	0.054	-3.554	0.000379305714868756	0.0113481885535115	4439.11	4529.06	4251.05	5024.15	4788.52	5272.8	TYMS	thymidylate	synthetase	TRUE
ENSG00000259953	130.809	-0.638	0.18	-3.55	0.000385068040557554	0.011492141743751	120.58	84.02	101.15	159.19	165.99	153.93	AL138756.1	NA	NA	TRUE
ENSG00000103485	5082.802	-0.192	0.054	-3.548	0.000388042337265929	0.0115483719488138	5027.96	4567.67	4634.5	5262.93	5625.57	5378.17	QPRT	quinolinate	phosphoribosyltransferase	TRUE
ENSG00000108510	3278.38	0.232	0.065	3.546	0.000391366956634041	0.0115483719488138	3277.09	3507.21	3839.1	3109.57	2838.09	3099.22	MED13	mediator	complex	TRUE
ENSG00000146247	2064.897	0.271	0.076	3.547	0.000390346250763699	0.0115483719488138	1998.63	2379.77	2399.09	1905.86	1730.79	1975.23	PHIP	pleckstrin	homology	TRUE
ENSG00000175592	2335.963	-0.228	0.064	-3.546	0.000391729337222939	0.0115483719488138	2142.33	2275.32	2039.55	2484.82	2683.23	2390.53	FOSL1	FOS	like	TRUE
ENSG00000184840	3481.241	-0.204	0.058	-3.546	0.000391489022545848	0.0115483719488138	3223.41	3419.79	3063.92	3872.78	3719.68	3587.86	TMED9	transmembrane	p24	TRUE
ENSG00000170836	851.662	0.27	0.076	3.544	0.000394371218913758	0.0115979681825075	916.73	926.48	950.81	749.04	762.15	804.76	PPM1D	protein	phosphatase,	TRUE
ENSG00000113657	1501.943	-0.315	0.089	-3.54	0.000399413186093075	0.0117177358745316	1196.7	1552.08	1270.81	1620.2	1553.66	1818.21	DPYSL3	dihydropyrimidinase	like	TRUE
ENSG00000166920	634.81	-0.313	0.088	-3.539	0.000402281542806994	0.0117733099465088	614.46	531.36	550.81	701.07	700.41	710.75	C15orf48	chromosome	15	TRUE
ENSG00000076770	619.683	0.349	0.099	3.537	0.000405257305622977	0.0118032410917227	622.71	701.67	759.54	516.81	520.25	597.12	MBNL3	muscleblind	like	TRUE
ENSG00000108256	6233.037	0.193	0.054	3.537	0.000404638185648651	0.0118032410917227	6318.81	6547.78	7078.65	5948.73	5602.29	5901.94	NUFIP2	nuclear	FMR1	TRUE
ENSG00000139926	5137.562	0.218	0.062	3.536	0.000406441817506763	0.011809284250491	5008.97	5754.15	5814.28	4876.96	4548.64	4822.38	FRMD6	FERM	domain	TRUE
ENSG00000270172	174.22	-0.526	0.149	-3.534	0.000409154258877396	0.011859586395806	145.35	145.33	137.93	197.35	203.44	215.91	NA	NA	NA	TRUE
ENSG00000167088	2339.96	-0.201	0.057	-3.533	0.000411139527258917	0.011888620732006	2187.76	2133.39	2209.67	2530.61	2401.85	2576.48	SNRPD1	small	nuclear	TRUE
ENSG00000124228	3054.928	-0.185	0.052	-3.529	0.000416889147343978	0.0120212052554948	2922.79	2882.75	2771.51	3305.82	3233.84	3212.85	DDX27	DEAD-box	helicase	TRUE
ENSG00000179314	1453.19	-0.329	0.093	-3.529	0.000417713759188204	0.0120212052554948	1285.07	1301.15	1278.17	1926.58	1378.56	1549.61	WSCD1	WSC	domain	TRUE
ENSG00000116539	2176.699	0.266	0.075	3.525	0.000422792271298985	0.0121137282363717	2137.38	2428.6	2565.53	1975.64	1824.92	2128.13	ASH1L	ASH1	like	TRUE
ENSG00000165637	2941.7	-0.195	0.055	-3.525	0.000422933177442612	0.0121137282363717	2789	2631.83	2805.53	3023.43	3174.13	3226.28	VDAC2	voltage	dependent	TRUE
ENSG00000107854	2843.777	0.249	0.071	3.522	0.000428394340482163	0.0122122697957734	2817.9	3149.57	3300.25	2673.44	2372.5	2749.01	TNKS2	tankyrase	2	TRUE
ENSG00000155111	1324.833	0.252	0.071	3.522	0.000427832126599802	0.0122122697957734	1323.89	1527.1	1472.19	1196.07	1201.43	1228.32	CDK19	cyclin	dependent	TRUE
ENSG00000112414	4967.512	0.224	0.064	3.512	0.00044425530338166	0.0126346208281744	4836.36	5564.54	5656.12	4716.68	4337.1	4694.28	ADGRG6	adhesion	G	TRUE
ENSG00000204186	1208.938	0.309	0.088	3.51	0.00044894975997975	0.0127381590349184	1149.63	1434	1432.65	1115.39	997.99	1123.98	ZDBF2	zinc	finger	TRUE
ENSG00000008086	94.277	0.837	0.239	3.502	0.00046107860441154	0.0129908090711475	80.94	146.47	136.09	58.88	64.78	78.51	CDKL5	cyclin	dependent	TRUE
ENSG00000108294	3854.407	-0.196	0.056	-3.503	0.000460329039442694	0.0129908090711475	3609.92	3729.75	3442.78	4096.3	4316.85	3930.84	NA	NA	NA	TRUE
ENSG00000177119	6898.352	0.221	0.063	3.503	0.000460264416271005	0.0129908090711475	6740.84	7613.91	7921.88	6134.09	6205.54	6773.85	ANO6	anoctamin	6	TRUE
ENSG00000160932	1628.669	-0.259	0.074	-3.5	0.000464593273780848	0.0130593927911375	1522.92	1515.74	1410.58	1723.78	1961.56	1637.42	LY6E	lymphocyte	antigen	TRUE
ENSG00000079785	6741.22	-0.171	0.049	-3.498	0.000468912883698658	0.0131130326601031	6404.7	6199.22	6418.42	7079.39	6882.67	7462.91	DDX1	DEAD-box	helicase	TRUE
ENSG00000180233	419.607	0.373	0.107	3.497	0.000469756196063925	0.0131130326601031	461.67	465.51	493.8	330.36	361.34	404.96	ZNRF2	zinc	and	TRUE
ENSG00000198856	1929.691	-0.203	0.058	-3.499	0.000467602658822714	0.0131130326601031	1832.63	1750.77	1798.63	2035.61	2084.03	2076.48	OSTC	oligosaccharyltransferase	complex	TRUE
ENSG00000100567	2762.47	-0.193	0.055	-3.496	0.000472753530599739	0.0131626072468242	2679.16	2581.87	2470.82	2989.63	2901.86	2951.49	PSMA3	proteasome	subunit	TRUE
ENSG00000159377	6845.561	-0.161	0.046	-3.495	0.000473710114368208	0.0131626072468242	6577.31	6467.17	6345.78	7097.92	7436.32	7148.86	PSMB4	proteasome	subunit	TRUE
ENSG00000197457	3214.398	-0.24	0.069	-3.494	0.000475117859298653	0.0131714439572083	2935.18	3183.63	2727.37	3786.65	3321.9	3331.66	STMN3	stathmin	3	TRUE
ENSG00000080824	46930.251	-0.177	0.051	-3.492	0.00047982095874409	0.0132713865637067	42980.48	44646.87	44525.27	51488.83	46163.5	51776.55	HSP90AA1	heat	shock	TRUE
ENSG00000251474	280.713	0.422	0.121	3.488	0.000485767352037637	0.0134051826120523	317.14	320.18	327.36	231.15	259.11	229.34	RPL32P3	ribosomal	protein	TRUE
